1483	cds,utr3,enhancer,or
1474	utr5,cds,enhancer,or,cpgi
1432	promoter,intron,npcgene,or,cpgi
1426	promoter,utr5,enhancer,or,cpgi,repeats
1409	cds,npcgene,or,cpgi,repeats
1396	utr5,intron,enhancer,repeats
1369	utr5,cds,or,cpgi
1367	promoter,utr5,enhancer,npcgene
1354	cds,utr3,enhancer,or,cpgi
1312	promoter,cds,or,repeats
1298	cds,intron,enhancer,cpgi,repeats
1249	utr5,cds,cpgi,repeats
1222	intron,utr3,enhancer,npcgene,repeats
1210	promoter,cds,enhancer,npcgene,cpgi
1205	promoter,intron,npcgene,or,repeats
1190	promoter,intron,enhancer,npcgene,or
1158	utr3,enhancer,npcgene,or,repeats
1069	cds,utr3,or,cpgi,repeats
1049	promoter,utr3,enhancer,cpgi
1038	promoter,cds,npcgene,or,cpgi
1000	promoter,utr3,npcgene
996	utr5,intron,enhancer,cpgi,repeats
993	promoter,utr3,enhancer,or,cpgi
948	promoter,cds,or,cpgi,repeats
939	utr5,intron,npcgene,or
925	intron,utr3,cpgi,repeats
873	promoter,utr3,or,repeats
858	cds,intron,utr3,npcgene
846	cds,utr3,npcgene,cpgi
791	promoter,cds,npcgene,or
788	utr5,enhancer,npcgene,or,repeats
777	promoter,intron,enhancer,npcgene,repeats
766	promoter,intron,enhancer,npcgene,or,cpgi
743	promoter,cds,intron,npcgene
680	promoter,intron,npcgene,cpgi,repeats
678	promoter,utr3,enhancer,repeats
671	utr5,utr3,npcgene,or
654	promoter,utr3,npcgene,or
645	utr5,intron,or,cpgi,repeats
631	intron,utr3,enhancer,or,cpgi,repeats
609	intron,utr3,enhancer,or,repeats
605	utr5,utr3,enhancer,or,cpgi
595	utr5,cds,npcgene
587	promoter,utr5,enhancer,npcgene,or,cpgi
574	promoter,cds,npcgene
563	utr5,intron,enhancer,npcgene,cpgi
557	promoter,utr5,npcgene,cpgi,repeats
540	utr5,utr3,enhancer
535	utr5,cds,npcgene,cpgi
529	cds,utr3,cpgi,repeats
522	cds,intron,npcgene,cpgi,repeats
515	utr5,utr3,enhancer,cpgi
514	promoter,utr5,npcgene,or,cpgi
506	promoter,utr5,npcgene
505	promoter,cds,enhancer,npcgene,or,cpgi
499	utr5,utr3,enhancer,or
496	promoter,utr5,enhancer,or,repeats
474	cds,intron,enhancer,npcgene,or,cpgi
468	utr3,enhancer,npcgene,cpgi,repeats
445	utr5,utr3,or,repeats
442	promoter,utr5,cds,cpgi
431	cds,utr3,npcgene,or,cpgi
417	utr5,cds,repeats
414	promoter,cds,enhancer,repeats
397	utr5,utr3,or,cpgi
395	utr5,intron,npcgene,cpgi
394	utr5,intron,enhancer,npcgene
387	cds,intron,enhancer,or,cpgi,repeats
363	utr5,cds,enhancer,cpgi,repeats
357	promoter,cds,intron,enhancer,cpgi
356	promoter,utr3,enhancer,npcgene,or
341	promoter,utr5,cds,enhancer,cpgi
337	cds,enhancer,npcgene,or,repeats
309	intron,utr3,npcgene,cpgi
305	intron,utr3,npcgene,or,repeats
300	promoter,cds,enhancer,npcgene
290	utr5,utr3,npcgene,cpgi
285	utr5,utr3,npcgene,repeats
275	promoter,utr3,enhancer,npcgene,or,repeats
271	utr5,utr3,enhancer,npcgene
268	promoter,utr5,npcgene,or,repeats
266	utr5,enhancer,npcgene,or,cpgi,repeats
264	cds,intron,enhancer,or,repeats
263	promoter,cds,intron,cpgi
240	cds,utr3,enhancer,repeats
238	promoter,intron,enhancer,npcgene,or,repeats
233	promoter,utr5,cds,enhancer
230	utr3,npcgene,or,cpgi,repeats
226	promoter,utr3,npcgene,cpgi
226	promoter,cds,enhancer,npcgene,or
222	promoter,cds,intron,or,cpgi
220	promoter,utr5,npcgene,repeats
207	promoter,cds,enhancer,or,repeats
205	promoter,cds,npcgene,cpgi,repeats
201	cds,enhancer,npcgene,or,cpgi,repeats
193	utr5,intron,enhancer,or,repeats
193	promoter,cds,enhancer,or,cpgi,repeats
192	intron,utr3,enhancer,cpgi,repeats
189	promoter,cds,intron
187	utr5,cds,enhancer,or
182	promoter,utr3,enhancer,or,repeats
177	promoter,intron,enhancer,npcgene,cpgi,repeats
169	utr5,utr3,enhancer,npcgene,or
168	promoter,utr5,enhancer,npcgene,repeats
168	promoter,utr3,npcgene,repeats
168	promoter,utr3,enhancer,npcgene,or,cpgi
166	cds,utr3,or,repeats
162	utr5,cds,enhancer,npcgene,cpgi
162	cds,utr3,npcgene,repeats
158	utr5,cds,npcgene,or,cpgi
153	utr5,cds,utr3
151	utr5,intron,npcgene,or,repeats
149	utr5,utr3,enhancer,cpgi,repeats
142	utr5,cds,or,cpgi,repeats
140	cds,intron,enhancer,npcgene,or
138	utr5,intron,enhancer,or,cpgi,repeats
137	promoter,utr3,enhancer,cpgi,repeats
132	utr5,utr3,enhancer,repeats
131	utr5,intron,npcgene,or,cpgi
127	utr5,intron,npcgene,cpgi,repeats
127	promoter,utr3,npcgene,or,repeats
114	promoter,cds,enhancer,npcgene,cpgi,repeats
110	utr5,utr3,cpgi,repeats
109	promoter,cds,intron,enhancer
107	utr5,intron,enhancer,npcgene,repeats
105	cds,intron,utr3,npcgene,repeats
92	promoter,utr5,cds,or,cpgi
86	promoter,cds,npcgene,or,cpgi,repeats
79	promoter,utr3,cpgi,repeats
73	promoter,cds,enhancer,npcgene,repeats
69	promoter,cds,intron,or
68	utr5,cds,enhancer,or,repeats
64	cds,utr3,enhancer,cpgi,repeats
63	promoter,utr5,utr3,or
63	promoter,utr5,npcgene,or
62	intron,utr3,or,cpgi,repeats
59	promoter,utr5,enhancer,npcgene,or
52	promoter,utr3,npcgene,or,cpgi
51	utr5,utr3,npcgene,or,repeats
50	promoter,intron,npcgene,or,cpgi,repeats
50	promoter,cds,intron,enhancer,or,cpgi
50	cds,utr3,enhancer,or,repeats
46	utr5,cds,intron
44	utr5,utr3,enhancer,npcgene,or,repeats
44	utr5,cds,or,repeats
42	intron,utr3,enhancer,npcgene,or,repeats
42	cds,intron,utr3,enhancer,npcgene
36	utr5,cds,npcgene,or
35	utr5,utr3,npcgene,or,cpgi
35	utr5,cds,npcgene,cpgi,repeats
35	cds,intron,npcgene,or,cpgi,repeats
34	cds,utr3,npcgene,cpgi,repeats
31	utr5,cds,enhancer,repeats
27	promoter,utr5,cds
19	utr5,cds,enhancer,npcgene
16	utr5,utr3,or,cpgi,repeats
16	utr5,utr3,enhancer,npcgene,repeats
15	promoter,utr5,cds,or
15	cds,utr3,enhancer,npcgene,or
12	utr5,intron,npcgene,or,cpgi,repeats
10	utr3,enhancer,npcgene,or,cpgi,repeats
10	cds,intron,npcgene,or,repeats
8	utr5,utr3,enhancer,or,cpgi,repeats
4	utr5,cds,utr3,enhancer,or,cpgi
1	utr5,cds,npcgene,repeats
0	list
